23/10/2021,70
10/11/2021,71
19/11/2021,69
26/11/2021,70
01/12/2021,73
15/12/2021,70
24/12/2021,63
10/01/2022,71
31/01/2022,77
21/01/2022,75
28/02/2022,90
07/03/2022,84
15/03/2022,91
16/03/2022,96
17/03/2022,96
18/03/2022,94
19/03/2022,94
20/03/2022,96
21/03/2022,98
22/03/2022,103
23/03/2022,104
24/03/2022,94
25/03/2022,92
26/03/2022,89
27/03/2022,90
28/03/2022,94
29/03/2022,96
30/03/2022,95
31/03/2022,95
01/04/2022,95
01/04/2022,98
02/04/2022,96
03/04/2022,96
04/04/2022,98
05/04/2022,101
06/04/2022,100
07/04/2022,95
08/04/2022,97
09/04/2022,96
10/04/2022,92
11/04/2022,90
12/04/2022,93
13/04/2022,98
14/04/2022,99
15/04/2022,93
16/04/2022,90
17/04/2022,85
18/04/2022,81
19/04/2022,82
20/04/2022,81
21/04/2022,86
22/04/2022,80
23/04/2022,77
24/04/2022,78
25/04/2022,74
26/04/2022,76
27/04/2022,80
28/04/2022,78
29/04/2022,79
30/04/2022,77
01/05/2022,71
02/05/2022,68
03/05/2022,74
04/05/2022,78
05/05/2022,78
06/05/2022,82
07/05/2022,82
08/05/2022,79
09/05/2022,81
10/05/2022,85
11/05/2022,85
12/05/2022,86
13/05/2022,81
14/05/2022,80
15/05/2022,78
16/05/2022,83
17/05/2022,88
18/05/2022,88
19/05/2022,91
20/05/2022,94
21/05/2022,92
22/05/2022,90
23/05/2022,89
24/05/2022,93
25/05/2022,97
26/05/2022,98
27/05/2022,97
28/05/2022,94
29/05/2022,93
30/05/2022,90
31/05/2022,89
01/06/2022,89
02/06/2022,89
03/06/2022,87
04/06/2022,86
05/06/2022,81
06/06/2022,75
07/06/2022,71
08/06/2022,72
09/06/2022,72
10/06/2022,68
11/06/2022,64
12/06/2022,65
13/06/2022,61
14/06/2022,64
15/06/2022,63
16/06/2022,63
17/06/2022,58
18/06/2022,56
19/06/2022,52
20/06/2022,56
21/06/2022,57
22/06/2022,56
23/06/2022,60
24/06/2022,54
25/06/2022,53
26/06/2022,52
27/06/2022,56
28/06/2022,58
29/06/2022,57
30/06/2022,56
01/07/2022,57
02/07/2022,56
03/07/2022,54
04/07/2022,54
05/07/2022,59
06/07/2022,60
07/07/2022,57
08/07/2022,58
09/07/2022,56
10/07/2022,53
11/07/2022,50
12/07/2022,52
13/07/2022,53
14/07/2022,54
15/07/2022,52
16/07/2022,48
17/07/2022,48
18/07/2022,43
19/07/2022,44
20/07/2022,47
21/07/2022,44
22/07/2022,45
23/07/2022,46
24/07/2022,45
25/07/2022,42
26/07/2022,43
27/07/2022,43
28/07/2022,41
29/07/2022,39
30/07/2022,36
31/07/2022,36
01/08/2022,38
02/08/2022,41
03/08/2022,45
04/08/2022,43
05/08/2022,41
06/08/2022,41
07/08/2022,41
08/08/2022,42
09/08/2022,43
10/08/2022,44
11/08/2022,42
12/08/2022,41
13/08/2022,39
14/08/2022,38
15/08/2022,39
16/08/2022,39
17/08/2022,39
18/08/2022,41
19/08/2022,42
20/08/2022,41
21/08/2022,42
22/08/2022,43
23/08/2022,43
24/08/2022,46
25/08/2022,48
26/08/2022,49
27/08/2022,49
28/08/2022,47
29/08/2022,46
30/08/2022,44
31/08/2022,45
01/09/2022,43
02/09/2022,46
03/09/2022,44
04/09/2022,42
05/09/2022,38
06/09/2022,42
07/09/2022,48
08/09/2022,47
09/09/2022,45
10/09/2022,45
11/09/2022,46
12/09/2022,47
13/09/2022,50
14/09/2022,52
15/09/2022,53
16/09/2022,59
17/09/2022,56
18/09/2022,55
19/09/2022,56
20/09/2022,55
21/09/2022,57
22/09/2022,54
23/09/2022,52
24/09/2022,49
25/09/2022,47
26/09/2022,50
27/09/2022,50
28/09/2022,50
29/09/2022,48
30/09/2022,49
01/10/2022,48
02/10/2022,47
03/10/2022,39
04/10/2022,42
05/10/2022,44
06/10/2022,44
07/10/2022,45
08/10/2022,43
09/10/2022,41
10/10/2022,50
11/10/2022,50
12/10/2022,52
13/10/2022,56
14/10/2022,56
15/10/2022,55
16/10/2022,54
17/10/2022,54
18/10/2022,54
19/10/2022,56
20/10/2022,59
21/10/2022,57
22/10/2022,58
23/10/2022,58
24/10/2022,60
25/10/2022,64
26/10/2022,62
27/10/2022,62
28/10/2022,63
29/10/2022,63
30/10/2022,60
31/10/2022,60
01/11/2022,76
02/11/2022,76
03/11/2022,81
04/11/2022,79
05/11/2022,78
06/11/2022,74
07/11/2022,75
08/11/2022,76
09/11/2022,72
10/11/2022,72
11/11/2022,72
12/11/2022,72
13/11/2022,67
14/11/2022,67
15/11/2022,65
16/11/2022,65
17/11/2022,66
18/11/2022,66
19/11/2022,63
20/11/2022,62
21/11/2022,65
22/11/2022,64
23/11/2022,70
24/11/2022,68
25/11/2022,68
26/11/2022,68
27/11/2022,67
28/11/2022,50
29/11/2022,51
30/11/2022,51
01/12/2022,51
02/12/2022,53
03/12/2022,52
04/12/2022,52
